Clima,TraficoPico,RiesgoRuta,Distancia_km,TiempoEstimado_min,TiempoReal_min,Demora_min,TipoCarga,Peso_kg,ExperienciaConductor_anios,AntiguedadCamion_anios,FallasMecanicas,NivelCombustible_pct,HorarioSalida,EntregaATiempo
0,1,1,23.17,30.0,47.9,17.9,1,7077,7,4,0,0,0,1
0,2,2,121.84,132.9,248.8,115.9,1,5431,5,8,1,0,1,0
0,0,2,186.32,279.5,305.8,26.3,1,9588,9,2,0,0,0,1
0,1,1,131.15,131.1,144.0,12.8,0,5926,3,6,0,0,0,1
1,2,2,200.6,218.8,297.5,78.6,1,7368,5,7,1,0,1,0
1,2,1,173.41,189.2,216.2,27.0,1,11051,3,2,0,0,0,1
0,2,2,240.5,320.7,335.6,14.9,2,14001,9,3,0,0,0,1
0,1,1,236.77,218.6,241.0,22.4,1,7275,4,5,0,0,1,1
2,2,2,118.14,141.8,196.1,54.3,0,8170,9,5,0,0,0,0
0,2,2,127.71,139.3,168.2,28.8,1,11322,5,5,0,0,0,1
0,2,1,208.95,227.9,245.3,17.3,1,7011,5,6,0,0,0,1
0,1,1,212.79,212.8,234.8,22.0,0,6047,7,8,0,0,2,1
1,2,2,117.0,140.4,178.2,37.8,0,5228,11,4,0,0,2,0
0,2,1,122.31,146.8,172.4,25.6,0,6030,8,2,0,0,1,1
1,1,1,245.98,227.1,238.3,11.3,1,9360,4,4,0,0,0,1
1,1,1,230.12,212.4,228.6,16.2,1,10401,6,2,0,0,0,1
0,1,1,55.92,51.6,52.3,0.7,1,9794,7,3,0,0,0,1
1,2,2,159.95,174.5,206.4,31.9,1,9683,3,3,0,0,1,0
1,1,1,313.52,289.4,328.4,38.9,1,6304,4,3,0,0,1,0
0,0,0,14.72,30.0,76.9,46.9,1,9971,7,3,0,0,1,0
0,2,2,300.76,328.1,365.8,37.7,1,10378,6,6,0,0,0,0
0,0,1,58.79,88.2,99.6,11.4,1,10722,6,5,0,0,2,1
0,0,1,184.28,276.4,343.2,66.8,1,7201,9,8,0,0,0,0
0,1,1,154.27,142.4,148.7,6.2,1,11289,4,10,0,0,0,1
2,2,2,13.44,30.0,52.4,22.4,0,5648,5,8,0,0,0,1
0,0,0,315.14,540.2,578.5,38.2,0,5245,2,5,0,0,1,0
0,2,2,164.67,179.6,203.3,23.6,1,8311,4,6,0,0,2,1
1,2,1,334.45,401.3,442.1,40.8,0,5841,8,6,0,0,0,0
0,2,1,107.49,129.0,131.7,2.7,0,6605,12,7,0,0,2,1
2,1,2,304.53,281.1,330.4,49.3,1,9554,5,6,0,0,0,0
1,2,2,323.61,353.0,413.6,60.5,1,4436,5,6,0,0,0,0
0,0,1,198.76,298.1,334.8,36.7,1,8013,6,5,0,0,0,0
0,0,0,85.75,128.6,160.6,32.0,1,4629,5,5,0,0,0,0
2,1,0,242.98,243.0,352.5,109.6,0,4629,8,3,1,0,2,0
1,2,0,196.65,262.2,331.8,69.6,2,11765,6,6,0,0,0,0
2,2,2,331.14,361.2,470.3,109.0,1,9315,6,10,1,0,0,0
0,0,2,163.76,280.7,329.4,48.7,0,5217,9,4,0,0,0,1
1,1,2,101.29,93.5,118.0,24.5,1,10511,7,2,0,0,1,1
1,0,2,51.04,76.6,96.0,19.4,1,11445,4,7,0,0,2,1
0,0,2,252.74,433.3,480.6,47.3,0,7781,7,6,0,0,2,0
0,1,0,341.2,315.0,372.1,57.1,1,12275,3,5,1,0,0,0
1,1,2,19.64,30.0,39.6,9.6,1,12115,8,6,0,0,0,1
0,0,0,258.94,388.4,452.1,63.7,1,8834,9,4,0,0,0,0
0,1,1,325.16,354.7,427.8,73.1,2,8846,5,8,1,0,2,1
1,2,2,35.43,38.6,47.4,8.8,1,1243,7,4,0,0,0,1
0,0,2,52.59,78.9,101.9,23.1,1,5890,2,5,0,0,2,1
0,2,1,245.27,267.6,303.9,36.4,1,10297,6,8,0,0,2,0
0,2,1,230.31,251.2,276.8,25.5,1,12002,6,6,0,0,1,1
0,2,2,33.4,36.4,58.5,22.0,1,10822,10,5,0,0,1,1
2,1,2,293.7,293.7,355.4,61.7,0,4006,4,3,0,0,0,0
1,0,0,178.35,305.7,384.7,79.0,0,9515,3,4,0,0,0,0
0,2,2,318.45,382.1,423.6,41.4,0,6031,3,9,0,0,0,0
2,1,0,308.52,308.5,358.4,49.8,0,7576,4,8,0,0,0,0
1,1,1,286.25,264.2,284.0,19.7,1,14455,10,7,0,0,1,1
0,0,2,193.79,290.7,330.7,40.0,1,6260,4,3,0,0,0,0
1,1,2,95.58,88.2,126.4,38.2,1,5320,8,11,0,0,2,0
0,0,1,189.53,284.3,334.3,50.0,1,7947,7,8,0,0,2,0
2,2,1,44.28,59.0,156.0,97.0,2,13294,4,3,0,0,0,1
1,0,0,231.43,396.7,459.2,62.4,0,8327,5,8,0,0,0,0
1,0,0,46.6,93.2,145.1,51.9,2,11471,5,7,0,0,0,0
0,0,0,188.65,283.0,340.9,57.9,1,8915,3,1,0,0,0,0
1,0,2,21.5,32.3,70.4,38.1,1,8979,7,4,0,0,1,0
0,1,1,111.83,103.2,115.9,12.6,1,9147,7,6,0,0,1,1
0,2,1,88.91,97.0,107.4,10.4,1,3219,7,8,0,0,1,1
0,2,0,220.81,240.9,281.7,40.9,1,5212,7,8,0,0,0,0
1,2,0,277.51,302.7,332.7,30.0,1,8037,6,8,0,0,2,0
0,0,0,19.53,30.0,81.3,51.3,1,6893,7,8,0,0,1,0
2,0,0,299.31,598.6,717.6,119.0,2,8622,10,9,0,0,2,0
1,2,1,302.66,330.2,379.4,49.2,1,12510,1,5,0,0,2,0
0,2,2,126.37,137.9,181.0,43.2,1,8814,5,3,0,0,1,0
0,2,1,234.06,280.9,299.7,18.9,0,7961,7,4,0,0,0,1
0,2,1,146.89,160.2,170.8,10.6,1,7017,9,10,0,0,2,1
1,2,1,62.42,83.2,121.4,38.2,2,13780,5,5,0,0,0,0
1,2,1,189.75,227.7,256.4,28.7,0,7405,6,4,0,0,0,1
0,1,1,39.36,36.3,36.3,0.0,1,10490,5,3,0,0,0,1
1,1,0,308.68,308.7,347.2,38.5,0,5171,7,4,0,0,0,0
0,2,2,324.26,389.1,430.2,41.1,0,7865,3,5,0,0,0,0
1,2,0,289.35,347.2,415.1,67.9,0,4811,4,9,0,0,0,0
2,0,2,197.42,338.4,404.1,65.7,0,5385,6,3,0,0,2,0
1,2,2,199.58,239.5,291.6,52.1,0,5641,5,3,0,0,1,0
1,1,2,344.77,318.2,345.5,27.3,1,8093,3,6,0,0,2,1
1,1,1,94.29,87.0,126.3,39.3,1,7401,6,11,0,0,2,1
0,1,1,35.82,35.8,35.8,0.0,0,4025,7,7,0,0,0,1
0,0,1,202.41,404.8,460.0,55.2,2,14814,8,6,0,0,1,0
0,1,2,121.79,112.4,175.0,62.5,1,11206,2,10,1,0,1,0
0,2,2,119.6,143.5,184.3,40.8,0,9030,4,8,0,0,0,0
1,0,2,8.34,30.0,65.3,35.3,1,9880,7,5,0,0,2,0
1,0,0,208.76,357.9,423.8,65.9,0,7901,7,6,0,0,2,1
1,1,1,99.77,108.8,125.1,16.2,2,10940,12,8,0,0,0,1
0,1,1,73.87,68.2,68.9,0.7,1,11181,9,9,0,0,2,1
1,1,2,23.75,30.0,35.0,5.0,1,11087,9,4,0,0,0,1
0,1,2,133.88,123.6,123.6,0.0,1,9095,3,3,0,0,2,1
0,1,2,308.85,285.1,307.0,21.9,1,7914,5,4,0,0,1,1
1,2,1,124.47,135.8,165.5,29.7,1,12457,7,6,0,0,0,1
2,0,0,238.51,357.8,420.8,63.0,1,10631,5,6,0,0,2,0
1,2,1,267.23,291.5,316.4,24.9,1,6926,5,5,0,0,1,1
0,2,1,121.55,132.6,151.6,19.0,1,10135,8,1,0,0,0,1
1,1,1,289.36,267.1,308.5,41.4,1,11093,7,6,0,0,1,0
0,0,1,252.08,432.1,474.4,42.3,0,6063,9,4,0,0,1,1
1,2,2,200.14,240.2,275.5,35.4,0,2763,7,2,0,0,0,0
1,0,2,13.41,30.0,99.3,69.3,0,5700,7,6,0,0,1,0
0,0,2,25.14,43.1,86.3,43.2,0,7499,7,13,0,0,0,0
0,2,1,346.89,416.3,457.3,41.0,0,4852,4,6,0,0,0,0
0,1,1,275.98,254.7,265.6,10.8,1,8324,4,3,0,0,1,1
2,1,0,328.77,328.8,389.8,61.0,0,6275,8,7,0,0,0,0
0,2,2,316.78,345.6,365.4,19.9,1,10344,6,6,0,0,0,1
1,0,2,7.85,30.0,50.2,20.2,1,12956,7,6,0,0,2,1
1,2,2,279.23,304.6,329.4,24.8,1,9206,5,4,0,0,2,1
0,2,1,163.39,196.1,235.7,39.6,0,6631,5,9,0,0,1,0
0,2,0,278.45,334.1,394.8,60.6,0,7524,6,4,0,0,1,0
2,1,2,12.28,30.0,46.9,16.9,1,8038,6,2,0,0,2,1
0,2,1,107.99,117.8,122.8,5.0,1,10769,9,2,0,0,2,1
0,2,2,265.45,289.6,300.9,11.3,1,10882,7,6,0,0,0,1
1,2,2,279.63,335.6,388.1,52.6,0,3293,6,2,0,0,0,0
1,2,1,220.7,264.8,305.9,41.1,0,6986,1,3,0,0,0,0
2,1,2,112.43,103.8,148.7,44.9,1,12191,6,5,0,0,0,0
0,2,1,115.52,126.0,140.5,14.4,1,9188,4,4,0,0,0,1
0,1,1,338.7,312.6,338.4,25.8,1,12418,6,11,0,0,1,1
0,0,1,167.44,251.2,299.9,48.7,1,7183,10,5,0,0,1,0
0,1,2,162.02,162.0,183.9,21.9,0,3635,7,4,0,0,2,0
0,1,2,197.79,197.8,223.6,25.8,0,5839,6,4,0,0,0,1
0,2,2,149.23,162.8,186.0,23.2,1,10982,6,7,0,0,0,1
0,2,2,197.91,215.9,232.5,16.6,1,6464,6,3,0,0,0,1
0,2,1,156.99,171.3,180.1,8.9,1,8196,8,9,0,0,0,1
0,2,1,291.08,317.5,338.0,20.5,1,4351,5,2,0,0,0,1
1,0,0,313.83,470.8,533.2,62.4,1,10486,6,8,0,0,2,0
1,2,1,326.92,356.6,393.5,36.9,1,12117,7,3,0,0,0,0
0,2,1,201.86,269.1,295.5,26.4,2,15455,4,6,0,0,1,1
0,2,1,160.33,174.9,196.8,21.9,1,11032,7,5,0,0,0,1
0,1,1,249.78,230.6,238.1,7.5,1,11099,6,4,0,0,1,1
0,2,2,295.03,321.9,448.5,126.6,1,10749,6,8,1,0,2,0
0,1,1,201.41,185.9,192.2,6.3,1,10536,4,4,0,0,2,1
0,2,1,247.99,297.6,317.4,19.8,0,6157,3,6,0,0,0,1
0,1,2,264.91,244.5,244.5,0.0,1,7361,9,4,0,0,2,1
0,0,1,245.49,420.8,472.6,51.7,0,7206,3,1,0,0,0,0
0,2,1,263.69,316.4,339.8,23.4,0,4960,6,4,0,0,2,1
0,0,2,76.71,115.1,168.5,53.5,1,8161,5,7,0,0,0,0
0,2,2,179.45,215.3,250.0,34.7,0,7227,8,7,0,0,1,0
1,1,2,210.01,229.1,276.7,47.6,2,13335,8,6,0,0,1,0
1,0,2,17.85,30.0,86.0,56.0,1,9575,5,6,0,0,2,0
1,2,0,301.03,328.4,361.8,33.4,1,11264,7,8,0,0,2,0
0,2,1,217.41,289.9,324.4,34.5,2,7739,0,3,0,0,0,0
1,2,0,53.91,64.7,115.5,50.8,0,5033,4,7,0,0,2,0
0,2,2,287.56,313.7,345.2,31.5,1,6701,6,3,0,0,0,0
0,0,0,253.38,380.1,425.7,45.7,1,10112,6,10,0,0,0,0
1,2,1,267.82,292.2,325.3,33.1,1,12228,7,3,0,0,0,0
0,2,1,143.29,172.0,180.6,8.6,0,6421,5,1,0,0,0,1
0,2,1,300.43,327.7,350.5,22.8,1,10638,5,5,0,0,0,1
1,2,2,150.77,164.5,218.3,53.9,1,11676,6,8,0,0,1,0
1,0,2,203.07,348.1,416.7,68.6,0,6092,4,6,0,0,0,1
2,2,2,10.22,30.0,111.7,81.7,2,10043,16,4,0,0,1,0
0,2,1,229.26,275.1,302.0,26.9,0,4464,5,4,0,0,0,1
0,0,2,246.79,370.2,415.1,44.9,1,6869,4,10,0,0,1,1
1,2,2,202.82,221.3,249.1,27.8,1,9804,4,3,0,0,0,1
0,2,1,178.83,238.4,265.4,26.9,2,6406,10,12,0,0,0,1
1,2,2,285.38,380.5,464.9,84.4,2,17238,6,4,1,0,1,0
0,1,1,241.67,223.1,228.5,5.4,1,9561,7,5,0,0,2,1
0,2,1,104.55,125.5,145.8,20.3,0,5298,7,8,0,0,2,0
0,1,1,336.08,310.2,313.5,3.2,1,8727,7,3,0,0,0,0
1,1,1,250.47,231.2,246.9,15.7,1,4359,9,9,0,0,2,1
0,2,2,345.9,377.3,398.5,21.1,1,15593,10,7,0,0,1,1
0,2,2,340.23,371.2,383.7,12.6,1,9328,6,2,0,0,2,1
0,0,2,314.71,472.1,510.5,38.5,1,6499,5,7,0,0,0,0
0,1,1,266.83,266.8,295.2,28.4,0,7444,4,2,0,0,0,1
0,1,2,217.21,200.5,218.8,18.3,1,14090,7,4,0,0,0,1
1,0,1,64.51,96.8,147.1,50.4,1,8494,5,6,0,0,2,1
0,1,1,194.74,179.8,197.7,17.9,1,8752,4,12,0,0,0,1
1,1,0,270.23,249.4,398.0,148.5,1,9595,6,6,1,0,0,0
1,1,2,187.09,172.7,201.4,28.7,1,6223,7,4,0,0,1,1
0,2,2,305.2,332.9,426.8,93.9,1,7273,3,1,1,0,2,0
0,0,1,52.75,79.1,116.2,37.1,1,13455,8,5,0,0,1,0
1,2,2,139.52,167.4,211.5,44.1,0,6971,10,3,0,0,1,0
0,2,2,182.03,242.7,279.5,36.8,2,11452,12,3,0,0,0,0
0,1,1,156.99,144.9,155.1,10.1,1,7870,6,6,0,0,2,1
2,2,2,46.92,62.6,95.1,32.5,2,12772,6,5,0,0,0,0
2,2,2,62.2,82.9,192.2,109.2,2,9365,5,8,1,0,0,0
1,1,2,294.79,294.8,320.2,25.5,0,6113,8,9,0,0,0,0
0,1,1,174.69,174.7,189.9,15.2,0,8771,4,6,0,0,0,1
1,2,0,26.57,31.9,76.7,44.8,0,3919,8,5,0,0,1,0
1,1,2,15.61,30.0,65.9,35.9,0,4846,8,3,0,0,1,0
0,2,1,170.98,205.2,231.3,26.2,0,3284,3,6,0,0,0,1
1,2,2,65.89,71.9,100.8,29.0,1,12267,9,3,0,0,0,1
0,1,1,249.74,272.4,285.3,12.8,2,12568,8,6,0,0,0,1
0,2,1,280.41,305.9,351.7,45.8,1,11312,2,10,0,0,0,0
0,2,1,87.62,105.1,116.0,10.8,0,6152,6,4,0,0,2,1
0,2,1,211.34,230.6,248.3,17.7,1,5841,7,4,0,0,1,0
0,0,1,55.34,83.0,98.6,15.6,1,10442,10,1,0,0,0,1
1,2,0,113.22,123.5,175.0,51.5,1,9904,6,3,0,0,0,0
2,0,2,303.16,454.7,534.2,79.4,1,9258,7,5,0,0,2,1
0,1,1,194.99,180.0,180.0,0.0,1,9037,7,4,0,0,2,1
1,2,2,311.2,339.5,401.0,61.5,1,9579,5,6,0,0,2,0
2,1,1,86.58,79.9,123.7,43.8,1,9789,5,7,0,0,0,0
0,2,1,122.21,133.3,145.6,12.2,1,11797,10,3,0,0,1,1
0,2,2,170.12,185.6,203.5,17.9,1,10191,9,1,0,0,0,1
0,1,1,173.23,189.0,208.0,19.0,2,14994,7,3,0,0,1,1
0,2,1,349.2,380.9,400.7,19.7,1,6900,9,7,0,0,0,1
1,2,0,48.91,53.4,93.2,39.8,1,7819,3,4,0,0,1,0
0,1,2,299.67,276.6,293.1,16.5,1,9653,7,2,0,0,0,1
0,1,2,303.65,280.3,291.9,11.6,1,7235,4,1,0,0,1,1
0,2,1,198.09,216.1,225.4,9.3,1,11365,7,9,0,0,0,1
0,2,2,126.97,152.4,164.7,12.3,0,4087,7,2,0,0,2,1
2,2,0,186.54,248.7,319.4,70.6,2,11047,8,3,0,0,0,0
0,1,1,109.44,101.0,115.0,14.0,1,7403,3,8,0,0,1,1
0,2,1,281.7,338.0,363.0,25.0,0,4935,9,3,0,0,0,1
0,0,0,184.81,277.2,332.1,54.9,1,11840,5,4,0,0,1,1
0,2,1,324.79,354.3,384.8,30.5,1,9325,7,4,0,0,1,1
0,2,2,221.72,241.9,274.3,32.5,1,8494,6,6,0,0,0,0
0,0,0,188.94,283.4,345.2,61.8,1,10747,3,6,0,0,0,0
0,0,2,261.57,448.4,490.7,42.3,0,4497,7,3,0,0,0,0
0,2,1,181.34,217.6,255.8,38.2,0,4081,6,5,0,0,0,0
1,0,0,313.02,536.6,585.4,48.8,0,6322,6,3,0,0,1,0
1,0,2,78.98,118.5,159.0,40.5,1,7974,6,3,0,0,0,0
1,2,0,340.94,409.1,461.6,52.5,0,7001,7,6,0,0,0,0
1,2,1,286.14,312.2,345.5,33.3,1,5666,7,8,0,0,0,0
1,1,1,302.65,279.4,293.7,14.3,1,9793,6,4,0,0,0,1
0,1,1,174.19,160.8,172.6,11.8,1,8536,10,3,0,0,0,1
0,2,1,294.65,353.6,368.9,15.3,0,8413,7,9,0,0,1,1
0,2,0,114.3,152.4,210.4,58.0,2,15534,5,5,0,0,0,0
0,2,1,269.06,293.5,297.0,3.5,1,4190,9,10,0,0,2,1
1,2,1,57.75,63.0,76.5,13.5,1,8271,3,5,0,0,1,1
0,2,2,114.4,137.3,161.2,23.9,0,7689,5,4,0,0,0,1
1,0,0,158.83,272.3,355.0,82.7,0,7205,7,6,0,0,2,0
1,1,1,119.59,110.4,131.7,21.3,1,6741,5,6,0,0,1,1
0,1,2,141.59,141.6,171.5,29.9,0,5123,5,5,0,0,1,1
2,2,1,288.84,346.6,429.9,83.3,0,6160,7,9,0,0,0,0
0,0,0,88.85,152.3,203.7,51.4,0,8473,9,2,0,0,1,0
1,0,0,263.18,394.8,471.0,76.3,1,12187,5,4,0,0,0,0
0,0,0,26.57,53.1,103.5,50.4,2,11682,4,5,0,0,1,0
0,0,2,273.91,410.9,456.4,45.5,1,7851,4,12,0,0,0,0
0,2,0,279.29,335.1,380.4,45.2,0,5384,8,7,0,0,0,0
0,2,1,146.58,159.9,166.7,6.8,1,5920,8,2,0,0,1,1
0,1,1,255.64,236.0,253.6,17.7,1,13438,3,8,0,0,0,1
2,2,0,321.15,350.3,407.8,57.4,1,8458,7,6,0,0,0,0
1,0,2,287.62,431.4,455.1,23.7,1,11186,7,5,0,0,2,1
0,2,0,142.75,155.7,185.4,29.7,1,11181,5,9,0,0,0,1
0,2,2,174.63,190.5,211.8,21.3,1,8619,8,3,0,0,0,1
0,1,2,274.98,253.8,278.8,25.0,1,7802,6,6,0,0,0,0
0,1,1,109.48,101.1,101.1,0.0,1,8893,3,2,0,0,2,1
2,1,0,283.32,283.3,376.0,92.6,0,4760,2,5,0,0,1,0
0,1,1,121.54,121.5,140.0,18.5,0,5335,12,5,0,0,1,1
0,0,0,288.63,494.8,562.3,67.5,0,6511,6,5,0,0,2,0
0,2,1,39.51,43.1,57.3,14.2,1,12711,7,3,0,0,1,1
0,0,2,19.32,30.0,46.1,16.1,1,7163,10,4,0,0,2,1
0,2,1,349.21,465.6,501.8,36.2,2,13142,5,6,0,0,1,0
1,1,2,305.62,282.1,318.1,36.0,1,8494,2,7,0,0,2,0
1,1,1,310.17,286.3,300.8,14.5,1,8605,7,2,0,0,1,1
2,0,0,330.06,660.1,714.9,54.7,2,11476,5,4,0,0,0,0
1,1,0,159.03,173.5,218.4,44.9,2,10473,6,5,0,0,0,0
0,0,2,109.99,165.0,204.6,39.6,1,8108,6,4,0,0,0,0
1,1,2,54.21,54.2,92.8,38.6,0,4942,5,8,0,0,1,0
2,2,0,180.41,196.8,243.1,46.3,1,7741,4,3,0,0,2,0
1,0,2,87.85,150.6,196.3,45.7,0,4369,8,6,0,0,1,0
2,1,2,328.09,302.8,340.3,37.4,1,7751,7,3,0,0,1,0
1,1,1,11.36,30.0,133.7,103.7,1,13158,4,9,1,0,1,0
1,0,1,65.83,112.9,156.3,43.4,0,5513,3,6,0,0,2,0
0,1,1,93.8,86.6,88.0,1.4,1,8137,5,6,0,0,1,1
1,2,2,77.65,93.2,116.9,23.7,0,4842,7,6,0,0,0,1
0,2,1,86.76,94.7,126.1,31.4,1,5032,7,5,0,0,0,0
0,1,0,233.06,233.1,262.3,29.3,0,4193,9,8,0,0,0,1
1,2,1,121.35,145.6,262.3,116.7,0,7475,7,5,1,0,0,0
2,2,0,219.11,239.0,289.7,50.7,1,14591,9,3,0,0,0,0
2,2,0,312.69,375.2,447.5,72.3,0,5429,7,4,0,0,0,0
0,0,2,211.33,317.0,365.2,48.2,1,10093,3,2,0,0,0,0
1,1,2,246.14,227.2,250.5,23.3,1,12228,4,2,0,0,0,1
1,1,1,134.27,123.9,147.2,23.3,1,7435,5,3,0,0,2,1
0,2,2,64.31,77.2,181.5,104.3,0,4364,3,8,1,0,0,0
0,0,2,117.93,202.2,257.1,55.0,0,6983,4,5,0,0,2,0
0,1,2,337.86,368.6,491.1,122.5,2,10352,2,7,1,0,0,0
1,1,1,221.42,221.4,238.6,17.2,0,6363,4,2,0,0,2,1
0,2,2,104.35,139.1,188.1,48.9,2,9322,2,4,0,0,1,0
2,0,0,166.08,249.1,319.5,70.4,1,9591,1,6,0,0,2,0
0,1,1,294.07,320.8,354.6,33.8,2,15854,2,6,0,0,1,0
2,2,0,237.27,258.8,326.8,68.0,1,7242,9,4,0,0,1,1
0,2,1,200.62,218.9,234.3,15.4,1,10676,6,3,0,0,0,1
1,2,1,310.96,339.2,358.1,18.9,1,12421,6,5,0,0,0,1
0,1,1,238.63,220.3,229.2,8.9,1,12001,9,2,0,0,1,1
0,1,1,228.53,210.9,225.5,14.5,1,9883,7,7,0,0,0,1
1,2,1,74.52,81.3,120.6,39.3,1,8774,3,6,0,0,0,0
2,2,1,46.17,50.4,106.2,55.8,1,13339,5,5,0,0,2,0
1,0,2,337.09,505.6,561.1,55.5,1,9039,6,10,0,0,0,0
0,2,2,213.61,256.3,286.4,30.0,0,6366,8,3,0,0,1,0
0,2,2,151.33,181.6,216.8,35.2,0,3148,5,5,0,0,0,0
0,0,2,213.24,319.9,359.3,39.4,1,11088,10,6,0,0,0,0
0,2,1,31.02,33.8,33.8,0.0,1,6507,3,4,0,0,0,1
1,2,0,289.52,315.8,344.5,28.7,1,5902,3,7,0,0,0,1
1,0,2,87.45,131.2,196.2,65.1,1,8256,6,4,0,0,2,1
1,1,1,283.55,283.5,297.6,14.1,0,4787,11,5,0,0,2,1
1,2,2,191.69,209.1,252.6,43.5,1,10112,8,6,0,0,0,0
1,2,0,104.03,124.8,178.0,53.1,0,3993,6,3,0,0,0,0
1,1,1,20.27,30.0,38.0,8.0,0,6624,6,3,0,0,2,1
0,2,0,287.38,313.5,326.8,13.3,1,8181,8,4,0,0,0,0
0,1,1,70.0,70.0,88.3,18.3,0,6398,5,8,0,0,0,1
1,1,1,27.61,30.0,58.4,28.4,1,11951,5,8,0,0,0,1
1,2,1,267.0,320.4,357.9,37.5,0,6428,4,6,0,0,1,0
0,1,2,129.01,129.0,155.0,26.0,0,5708,5,6,0,0,0,1
0,2,1,142.37,170.8,196.3,25.4,0,4348,4,4,0,0,0,1
1,0,0,90.2,154.6,224.8,70.2,0,6530,7,2,0,0,2,0
0,0,0,301.39,516.7,553.9,37.2,0,7320,4,5,0,0,2,0
0,1,1,111.09,121.2,150.3,29.1,2,11541,3,4,0,0,1,1
1,1,1,81.47,75.2,86.2,11.0,1,6737,5,3,0,0,1,1
1,1,2,115.14,115.1,227.7,112.6,0,2982,4,3,1,0,2,0
0,1,1,79.07,79.1,92.2,13.1,0,5001,7,5,0,0,1,1
1,0,0,116.34,174.5,235.3,60.8,1,7207,8,5,0,0,1,0
0,2,2,38.2,50.9,81.7,30.8,2,12839,6,8,0,0,0,0
1,1,2,63.9,59.0,73.5,14.5,1,7793,2,4,0,0,0,1
0,0,2,143.95,215.9,242.5,26.6,1,6763,7,4,0,0,2,1
0,2,2,309.02,337.1,376.9,39.8,1,10466,5,4,0,0,1,0
0,1,1,29.48,30.0,52.1,22.1,1,9502,4,8,0,0,0,1
0,1,1,82.31,82.3,106.3,24.0,0,7225,4,4,0,0,1,1
1,2,2,318.84,347.8,374.8,27.0,1,13717,5,7,0,0,2,1
0,2,1,312.6,341.0,366.0,25.0,1,10693,8,9,0,0,0,1
0,1,1,241.01,222.5,249.7,27.2,1,10124,2,4,0,0,1,1
0,0,2,93.35,140.0,167.0,27.0,1,10851,7,8,0,0,0,1
1,0,2,150.91,258.7,302.4,43.7,0,2923,9,7,0,0,1,0
1,0,2,88.03,150.9,185.0,34.1,0,5182,2,3,0,0,2,0
2,1,0,53.72,49.6,104.5,54.9,1,8927,11,4,0,0,2,0
0,1,1,139.2,128.5,134.4,5.9,1,6446,6,4,0,0,2,1
0,0,1,201.25,301.9,335.6,33.7,1,11097,9,3,0,0,1,0
0,2,2,132.38,158.9,185.9,27.1,0,6197,3,3,0,0,0,1
0,2,1,217.68,237.5,253.8,16.3,1,12624,5,3,0,0,1,1
2,2,0,110.73,120.8,163.7,42.9,1,11288,12,4,0,0,0,0
1,1,2,127.59,117.8,152.4,34.7,1,7435,8,4,0,0,1,0
0,2,1,278.83,304.2,321.8,17.6,1,12117,6,5,0,0,1,1
0,0,1,301.47,452.2,489.1,36.9,1,2598,6,4,0,0,1,0
2,2,2,119.49,130.4,186.9,56.5,1,13826,2,7,0,0,0,0
0,2,2,204.32,245.2,264.9,19.7,0,6828,3,7,0,0,0,1
0,0,1,96.13,164.8,168.5,3.7,0,5342,7,2,0,0,0,1
0,2,2,28.13,30.7,47.1,16.4,1,10069,9,5,0,0,0,1
0,2,2,260.87,313.0,335.6,22.5,0,4702,8,4,0,0,0,1
0,0,2,59.07,101.3,169.3,68.1,0,6482,7,9,0,0,0,0
0,2,1,154.74,168.8,179.4,10.6,1,3636,4,6,0,0,2,0
0,1,1,175.6,162.1,177.0,15.0,1,8182,3,5,0,0,0,1
1,1,2,72.72,67.1,193.6,126.5,1,8452,1,4,1,0,2,0
0,1,1,42.15,42.1,45.0,2.9,0,5539,8,5,0,0,0,1
0,2,2,128.32,140.0,150.5,10.5,1,9113,5,3,0,0,2,1
2,2,2,333.78,400.5,489.0,88.5,0,7478,9,5,0,0,1,0
1,2,0,219.15,239.1,277.1,38.1,1,10623,8,6,0,0,2,0
0,2,1,139.68,152.4,155.1,2.7,1,8385,11,3,0,0,2,1
0,2,1,23.23,31.0,47.9,16.9,2,11334,5,6,0,0,1,1
1,0,0,208.98,313.5,364.5,51.0,1,8360,3,4,0,0,0,0
0,1,1,41.37,41.4,67.7,26.3,0,6055,7,9,0,0,1,1
0,2,1,194.46,259.3,283.4,24.2,2,8716,5,6,0,0,0,1
2,2,1,265.66,318.8,384.9,66.1,0,8404,5,5,0,0,2,0
0,2,2,154.02,168.0,304.6,136.6,1,8488,7,5,1,0,2,0
1,1,1,111.8,111.8,132.4,20.6,0,4258,6,6,0,0,0,1
0,2,2,26.11,30.0,152.1,122.1,1,10505,5,6,1,0,1,0
1,0,0,18.92,30.0,99.1,69.1,1,8267,5,1,0,0,0,0
0,2,1,156.21,187.5,216.3,28.9,0,2119,6,4,0,0,1,1
0,0,2,319.89,548.4,587.8,39.4,0,3397,9,4,0,0,1,0
0,0,1,91.87,137.8,154.5,16.7,1,10049,6,3,0,0,1,1
0,2,0,205.18,223.8,245.8,22.0,1,11109,3,4,0,0,2,1
1,2,0,242.66,291.2,356.0,64.8,0,8832,7,8,0,0,0,0
0,2,0,30.68,36.8,92.9,56.1,0,5378,7,3,0,0,1,0
0,0,2,57.99,87.0,147.5,60.5,1,10334,1,8,0,0,1,0
1,1,2,122.63,122.6,138.7,16.1,0,4745,9,3,0,0,0,1
